Date,Min_Close,Max_Close,Today_Open
27-Feb-2008,1259.35,3220.85,2605.0
28-Feb-2008,1259.35,3220.85,2580.0
29-Feb-2008,1259.35,3220.85,2552.0
03-Mar-2008,1259.35,3220.85,2399.8
04-Mar-2008,1259.35,3220.85,2320.0
05-Mar-2008,1283.4,3220.85,2240.1
07-Mar-2008,1283.4,3220.85,2278.7
10-Mar-2008,1283.4,3220.85,2210.9
11-Mar-2008,1283.4,3220.85,2250.0
12-Mar-2008,1283.4,3220.85,2418.8
13-Mar-2008,1283.4,3220.85,2290.0
14-Mar-2008,1283.4,3220.85,2250.0
17-Mar-2008,1313.55,3220.85,2261.1
18-Mar-2008,1313.55,3220.85,2249.8
19-Mar-2008,1313.95,3220.85,2250.0
24-Mar-2008,1313.95,3220.85,2160.0
25-Mar-2008,1313.95,3220.85,2215.0
26-Mar-2008,1313.95,3220.85,2334.0
27-Mar-2008,1313.95,3220.85,2290.0
28-Mar-2008,1313.95,3220.85,2334.0
31-Mar-2008,1313.95,3220.85,2305.0
01-Apr-2008,1313.95,3220.85,2299.0
02-Apr-2008,1340.75,3220.85,2395.0
03-Apr-2008,1358.85,3220.85,2350.0
04-Apr-2008,1358.85,3220.85,2385.0
07-Apr-2008,1384.3,3220.85,2256.25
08-Apr-2008,1384.3,3220.85,2400.0
09-Apr-2008,1384.4,3220.85,2355.0
10-Apr-2008,1386.6,3220.85,2425.0
11-Apr-2008,1387.5,3220.85,2540.0
15-Apr-2008,1457.75,3220.85,2514.9
16-Apr-2008,1475.8,3220.85,2620.05
17-Apr-2008,1485.35,3220.85,2680.2
21-Apr-2008,1539.2,3220.85,2629.7
22-Apr-2008,1539.2,3220.85,2601.0
23-Apr-2008,1539.2,3220.85,2612.0
24-Apr-2008,1539.2,3220.85,2600.0
25-Apr-2008,1539.2,3220.85,2590.0
28-Apr-2008,1561.05,3220.85,2631.0
29-Apr-2008,1561.05,3220.85,2580.0
30-Apr-2008,1581.4,3220.85,2650.0
02-May-2008,1581.4,3220.85,3026.0
05-May-2008,1581.4,3220.85,2675.1
06-May-2008,1581.4,3220.85,2600.0
07-May-2008,1581.4,3220.85,2700.0
08-May-2008,1581.4,3220.85,2680.0
09-May-2008,1581.4,3220.85,2665.5
12-May-2008,1598.5,3220.85,2511.05
13-May-2008,1598.5,3220.85,2600.0
14-May-2008,1598.5,3220.85,2520.0
15-May-2008,1634.7,3220.85,2530.9
16-May-2008,1657.05,3220.85,2631.0
20-May-2008,1657.05,3220.85,2625.0
21-May-2008,1657.05,3220.85,2580.0
22-May-2008,1657.05,3220.85,2635.0
23-May-2008,1657.05,3220.85,2630.0
26-May-2008,1657.05,3220.85,2540.0
27-May-2008,1657.05,3220.85,2560.0
28-May-2008,1657.05,3220.85,2505.0
29-May-2008,1657.05,3220.85,2555.45
30-May-2008,1657.05,3220.85,2498.9
02-Jun-2008,1657.05,3220.85,2428.0
03-Jun-2008,1657.05,3220.85,2350.0
04-Jun-2008,1657.05,3220.85,2409.0
05-Jun-2008,1657.05,3220.85,2350.0
06-Jun-2008,1657.05,3220.85,2299.0
09-Jun-2008,1666.15,3220.85,2182.0
10-Jun-2008,1666.15,3220.85,2250.0
11-Jun-2008,1671.6,3220.85,2280.0
12-Jun-2008,1671.6,3220.85,2250.05
13-Jun-2008,1671.6,3220.85,2287.0
16-Jun-2008,1671.6,3220.85,2350.0
17-Jun-2008,1671.6,3220.85,2280.05
18-Jun-2008,1684.3,3220.85,2350.0
19-Jun-2008,1684.3,3220.85,2258.85
20-Jun-2008,1684.3,3220.85,2260.05
23-Jun-2008,1684.3,3220.85,2080.0
24-Jun-2008,1684.3,3220.85,2045.0
25-Jun-2008,1684.3,3220.85,1956.25
26-Jun-2008,1684.3,3220.85,2145.0
27-Jun-2008,1684.3,3220.85,2176.0
30-Jun-2008,1684.3,3220.85,2180.0
01-Jul-2008,1684.3,3220.85,2110.0
02-Jul-2008,1702.7,3220.85,2039.7
03-Jul-2008,1702.7,3220.85,2130.0
04-Jul-2008,1702.7,3220.85,2070.05
07-Jul-2008,1702.7,3220.85,2090.05
08-Jul-2008,1702.7,3220.85,1998.0
09-Jul-2008,1702.7,3220.85,2000.0
10-Jul-2008,1703.3,3220.85,2076.9
11-Jul-2008,1719.35,3220.85,2054.0
14-Jul-2008,1739.05,3220.85,2000.0
15-Jul-2008,1739.05,3220.85,2005.0
16-Jul-2008,1739.05,3220.85,1990.15
17-Jul-2008,1739.05,3220.85,2038.0
18-Jul-2008,1739.05,3220.85,1990.0
21-Jul-2008,1739.05,3220.85,2149.0
22-Jul-2008,1739.05,3220.85,2125.0
23-Jul-2008,1739.05,3220.85,2170.0
24-Jul-2008,1739.05,3220.85,2259.9
25-Jul-2008,1739.05,3220.85,2338.45
28-Jul-2008,1739.05,3220.85,2150.05
29-Jul-2008,1739.05,3220.85,2139.8
30-Jul-2008,1739.05,3220.85,2138.0
31-Jul-2008,1739.05,3220.85,2214.8
01-Aug-2008,1739.05,3220.85,2170.05
04-Aug-2008,1739.05,3220.85,2349.8
05-Aug-2008,1739.05,3220.85,2256.65
06-Aug-2008,1739.05,3220.85,2290.0
07-Aug-2008,1739.05,3220.85,2298.0
08-Aug-2008,1739.05,3220.85,2249.7
11-Aug-2008,1739.05,3220.85,2251.15
12-Aug-2008,1739.05,3220.85,2340.0
13-Aug-2008,1739.05,3220.85,2329.8
14-Aug-2008,1739.05,3220.85,2336.0
18-Aug-2008,1744.0,3220.85,2290.0
19-Aug-2008,1744.0,3220.85,2225.0
20-Aug-2008,1744.0,3220.85,2220.0
21-Aug-2008,1744.0,3220.85,2261.25
22-Aug-2008,1744.0,3220.85,2199.5
25-Aug-2008,1833.8,3220.85,2205.35
26-Aug-2008,1833.8,3220.85,2219.0
27-Aug-2008,1882.5,3220.85,2199.9
28-Aug-2008,1889.7,3220.85,2168.0
29-Aug-2008,1912.05,3220.85,2140.0
01-Sep-2008,1943.5,3220.85,2120.0
02-Sep-2008,1943.5,3220.85,2140.0
04-Sep-2008,1943.5,3220.85,2250.0
05-Sep-2008,1943.5,3220.85,2105.0
08-Sep-2008,1943.5,3220.85,2190.0
09-Sep-2008,1943.5,3220.85,2145.0
10-Sep-2008,1943.5,3220.85,2129.95
11-Sep-2008,1943.5,3220.85,2070.0
12-Sep-2008,1943.5,3220.85,2028.95
15-Sep-2008,1932.65,3220.85,1889.7
16-Sep-2008,1886.95,3220.85,1800.0
17-Sep-2008,1886.95,3220.85,1960.0
18-Sep-2008,1876.65,3220.85,1802.0
19-Sep-2008,1876.65,3220.85,1981.0
22-Sep-2008,1876.65,3220.85,2100.0
23-Sep-2008,1876.65,3220.85,2000.0
24-Sep-2008,1876.65,3220.85,1990.05
25-Sep-2008,1876.65,3220.85,2041.1
26-Sep-2008,1876.65,3220.85,2018.0
29-Sep-2008,1876.65,3220.85,1975.0
30-Sep-2008,1876.65,3220.85,1889.9
01-Oct-2008,1876.65,3220.85,1960.0
03-Oct-2008,1876.65,3220.85,1959.0
06-Oct-2008,1761.45,3220.85,1729.0
07-Oct-2008,1641.6,3220.85,1661.15
08-Oct-2008,1641.6,3220.85,1630.0
10-Oct-2008,1641.6,3220.85,1599.7
13-Oct-2008,1527.6,3220.85,1558.0
14-Oct-2008,1527.6,3220.85,1625.0
15-Oct-2008,1527.6,3220.85,1590.05
16-Oct-2008,1520.2,3220.85,1450.0
17-Oct-2008,1391.95,3220.85,1400.0
20-Oct-2008,1306.05,3220.85,1329.95
21-Oct-2008,1306.05,3220.85,1350.0
22-Oct-2008,1306.05,3220.85,1372.55
23-Oct-2008,1306.05,3220.85,1271.0
24-Oct-2008,1217.65,3220.85,1200.0
27-Oct-2008,1019.5,3220.85,1027.15
28-Oct-2008,1019.5,3220.85,1170.0
29-Oct-2008,1019.5,3220.85,1200.0
31-Oct-2008,1019.5,3220.85,1264.95
03-Nov-2008,1019.5,3220.85,1439.0
04-Nov-2008,1019.5,3220.85,1450.0
05-Nov-2008,1019.5,3220.85,1505.2
06-Nov-2008,1019.5,3220.85,1199.7
07-Nov-2008,1019.5,3220.85,1173.0
10-Nov-2008,1019.5,3220.85,1250.3
11-Nov-2008,1019.5,3220.85,1280.1
12-Nov-2008,1019.5,3220.85,1200.0
14-Nov-2008,1019.5,3220.85,1189.4
17-Nov-2008,1019.5,3220.85,1150.0
18-Nov-2008,1019.5,3220.85,1102.05
19-Nov-2008,1019.5,3220.85,1151.25
20-Nov-2008,1019.5,3220.85,1085.0
21-Nov-2008,1019.5,3220.85,1065.0
24-Nov-2008,1019.5,3220.85,1176.55
25-Nov-2008,1019.5,3220.85,1170.0
26-Nov-2008,1019.5,3220.85,1066.65
28-Nov-2008,1019.5,3220.85,1120.0
01-Dec-2008,1019.5,3220.85,1125.3
02-Dec-2008,1019.5,3220.85,1070.0
03-Dec-2008,1019.5,3220.85,1100.55
04-Dec-2008,1019.5,3220.85,1084.0
05-Dec-2008,1019.5,3220.85,1175.0
08-Dec-2008,1019.5,3220.85,1152.2
10-Dec-2008,1019.5,3220.85,1148.7
11-Dec-2008,1019.5,3220.85,1250.0
12-Dec-2008,1019.5,3220.85,1240.0
15-Dec-2008,1019.5,3220.85,1349.0
16-Dec-2008,1019.5,3220.85,1350.0
17-Dec-2008,1019.5,3220.85,1390.0
18-Dec-2008,1019.5,3220.85,1340.0
19-Dec-2008,1019.5,3220.85,1360.25
22-Dec-2008,1019.5,3220.85,1305.0
23-Dec-2008,1019.5,3220.85,1281.0
24-Dec-2008,1019.5,3220.85,1251.0
26-Dec-2008,1019.5,3220.85,1250.0
29-Dec-2008,1019.5,3220.85,1200.0
30-Dec-2008,1019.5,3220.85,1260.05
31-Dec-2008,1019.5,3220.85,1254.0
01-Jan-2009,1019.5,3220.85,1240.0
02-Jan-2009,1019.5,3220.85,1259.7
05-Jan-2009,1019.5,3220.85,1299.0
06-Jan-2009,1019.5,3220.85,1360.0
07-Jan-2009,1019.5,3220.85,1369.0
09-Jan-2009,1019.5,3220.85,1210.0
12-Jan-2009,1019.5,3220.85,1139.7
13-Jan-2009,1019.5,3220.85,1094.7
14-Jan-2009,1019.5,3165.55,1091.1
15-Jan-2009,1019.5,3093.65,1141.8
16-Jan-2009,1019.5,2996.55,1151.0
19-Jan-2009,1019.5,2688.95,1224.6
20-Jan-2009,1019.5,2688.95,1216.8
21-Jan-2009,1019.5,2688.95,1160.0
22-Jan-2009,1019.5,2688.95,1149.9
23-Jan-2009,1019.5,2688.95,1198.0
27-Jan-2009,1019.5,2688.95,1186.0
28-Jan-2009,1019.5,2688.95,1248.0
29-Jan-2009,1019.5,2688.95,1285.0
30-Jan-2009,1019.5,2688.95,1238.0
02-Feb-2009,1019.5,2688.95,1290.0
03-Feb-2009,1019.5,2688.95,1290.0
04-Feb-2009,1019.5,2688.95,1315.0
05-Feb-2009,1019.5,2688.95,1329.0
06-Feb-2009,1019.5,2688.95,1300.0
09-Feb-2009,1019.5,2688.95,1355.0
10-Feb-2009,1019.5,2688.95,1388.9
11-Feb-2009,1019.5,2688.95,1365.0
12-Feb-2009,1019.5,2688.95,1378.7
13-Feb-2009,1019.5,2688.95,1367.0
16-Feb-2009,1019.5,2688.95,1384.45
17-Feb-2009,1019.5,2688.95,1301.15
18-Feb-2009,1019.5,2688.95,1267.0
19-Feb-2009,1019.5,2688.95,1290.0
20-Feb-2009,1019.5,2688.95,1256.05
24-Feb-2009,1019.5,2688.95,1235.0
25-Feb-2009,1019.5,2688.95,1265.0
26-Feb-2009,1019.5,2688.95,1258.0
27-Feb-2009,1019.5,2688.95,1289.4
02-Mar-2009,1019.5,2688.95,1228.7
03-Mar-2009,1019.5,2688.95,1230.0
04-Mar-2009,1019.5,2688.95,1155.35
05-Mar-2009,1019.5,2688.95,1208.0
06-Mar-2009,1019.5,2688.95,1130.0
09-Mar-2009,1019.5,2688.95,1161.0
12-Mar-2009,1019.5,2688.95,1181.0
13-Mar-2009,1019.5,2688.95,1229.9
16-Mar-2009,1019.5,2688.95,1284.25
17-Mar-2009,1019.5,2688.95,1330.0
18-Mar-2009,1019.5,2688.95,1315.1
19-Mar-2009,1019.5,2688.95,1338.0
20-Mar-2009,1019.5,2688.95,1339.0
23-Mar-2009,1019.5,2688.95,1354.0
24-Mar-2009,1019.5,2688.95,1450.05
25-Mar-2009,1019.5,2688.95,1450.0
26-Mar-2009,1019.5,2688.95,1549.7
27-Mar-2009,1019.5,2688.95,1554.0
30-Mar-2009,1019.5,2688.95,1521.1
31-Mar-2009,1019.5,2688.95,1535.0
01-Apr-2009,1019.5,2688.95,1523.0
02-Apr-2009,1019.5,2688.95,1610.0
06-Apr-2009,1019.5,2688.95,1700.0
08-Apr-2009,1019.5,2688.95,1639.95
09-Apr-2009,1019.5,2688.95,1750.0
13-Apr-2009,1019.5,2688.95,1759.95
15-Apr-2009,1019.5,2688.95,1750.0
16-Apr-2009,1019.5,2688.95,1811.1
17-Apr-2009,1019.5,2688.95,1750.1
20-Apr-2009,1019.5,2688.95,1720.0
21-Apr-2009,1019.5,2688.95,1695.0
22-Apr-2009,1019.5,2688.95,1720.0
23-Apr-2009,1019.5,2688.95,1717.0
24-Apr-2009,1019.5,2688.95,1750.0
27-Apr-2009,1019.5,2688.95,1791.0
28-Apr-2009,1019.5,2688.95,1781.0
29-Apr-2009,1019.5,2688.95,1751.0
04-May-2009,1019.5,2688.95,1851.0
05-May-2009,1019.5,2688.95,1885.0
06-May-2009,1019.5,2688.95,1889.0
07-May-2009,1019.5,2688.95,1850.0
08-May-2009,1019.5,2667.7,1920.0
11-May-2009,1019.5,2667.7,1919.0
12-May-2009,1019.5,2667.7,1849.95
13-May-2009,1019.5,2667.7,1972.25
14-May-2009,1019.5,2667.7,1902.25
15-May-2009,1019.5,2667.7,1915.0
18-May-2009,1019.5,2667.7,2147.0
19-May-2009,1019.5,2667.7,2450.0
20-May-2009,1019.5,2667.7,2200.0
21-May-2009,1019.5,2667.7,2145.0
22-May-2009,1019.5,2626.05,2099.8
25-May-2009,1019.5,2522.5,2200.0
26-May-2009,1019.5,2522.5,2180.1
27-May-2009,1019.5,2522.5,2172.0
28-May-2009,1019.5,2522.5,2180.0
29-May-2009,1019.5,2462.7,2244.8
01-Jun-2009,1019.5,2406.65,2330.0
02-Jun-2009,1019.5,2406.65,2300.1
03-Jun-2009,1019.5,2406.65,2261.3
04-Jun-2009,1019.5,2367.55,2224.8
05-Jun-2009,1019.5,2367.55,2275.0
08-Jun-2009,1019.5,2367.55,2207.0
09-Jun-2009,1019.5,2367.55,2188.0
10-Jun-2009,1019.5,2367.55,2291.0
11-Jun-2009,1019.5,2367.55,2320.0
12-Jun-2009,1019.5,2367.55,2310.0
15-Jun-2009,1019.5,2367.55,2359.7
16-Jun-2009,1019.5,2367.55,2150.0
17-Jun-2009,1019.5,2367.55,2125.8
18-Jun-2009,1019.5,2367.55,2058.0
19-Jun-2009,1019.5,2367.55,2045.0
22-Jun-2009,1019.5,2367.55,2047.7
23-Jun-2009,1019.5,2367.55,1900.0
24-Jun-2009,1019.5,2367.55,2025.0
25-Jun-2009,1019.5,2367.55,2001.2
26-Jun-2009,1019.5,2367.55,1966.15
29-Jun-2009,1019.5,2367.55,2026.0
30-Jun-2009,1019.5,2367.55,2100.0
01-Jul-2009,1019.5,2367.55,2029.9
02-Jul-2009,1019.5,2367.55,2183.0
03-Jul-2009,1019.5,2367.55,2000.0
06-Jul-2009,1019.5,2367.55,2048.0
07-Jul-2009,1019.5,2367.55,1901.0
08-Jul-2009,1019.5,2367.55,1855.45
09-Jul-2009,1019.5,2367.55,1835.0
10-Jul-2009,1019.5,2367.55,1853.0
13-Jul-2009,1019.5,2367.55,1749.7
14-Jul-2009,1019.5,2367.55,1774.0
15-Jul-2009,1019.5,2367.55,1850.0
16-Jul-2009,1019.5,2367.55,1901.0
17-Jul-2009,1019.5,2367.55,1945.1
20-Jul-2009,1019.5,2367.55,1960.0
21-Jul-2009,1019.5,2367.55,2088.7
22-Jul-2009,1019.5,2367.55,2025.0
23-Jul-2009,1019.5,2367.55,1990.0
24-Jul-2009,1019.5,2367.55,2050.0
27-Jul-2009,1019.5,2367.55,1950.0
28-Jul-2009,1019.5,2367.55,1947.0
29-Jul-2009,1019.5,2367.55,1900.0
30-Jul-2009,1019.5,2367.55,1920.0
31-Jul-2009,1019.5,2367.55,1915.0
03-Aug-2009,1019.5,2367.55,1968.9
04-Aug-2009,1019.5,2367.55,2033.0
05-Aug-2009,1019.5,2367.55,2035.0
06-Aug-2009,1019.5,2367.55,2043.65
07-Aug-2009,1019.5,2367.55,2036.5
10-Aug-2009,1019.5,2367.55,2030.45
11-Aug-2009,1019.5,2367.55,1993.0
12-Aug-2009,1019.5,2367.55,1974.95
13-Aug-2009,1019.5,2367.55,2025.0
14-Aug-2009,1019.5,2367.55,2027.0
17-Aug-2009,1019.5,2367.55,2009.0
18-Aug-2009,1019.5,2367.55,1923.7
19-Aug-2009,1019.5,2367.55,1940.0
20-Aug-2009,1019.5,2367.55,1900.0
21-Aug-2009,1019.5,2367.55,1888.0
24-Aug-2009,1019.5,2367.55,1960.0
25-Aug-2009,1019.5,2367.55,1965.2
26-Aug-2009,1019.5,2367.55,2026.05
27-Aug-2009,1019.5,2367.55,2034.0
28-Aug-2009,1019.5,2367.55,2050.0
31-Aug-2009,1019.5,2367.55,2064.0
01-Sep-2009,1019.5,2367.55,2024.8
02-Sep-2009,1019.5,2367.55,1969.0
03-Sep-2009,1019.5,2367.55,1980.0
04-Sep-2009,1019.5,2367.55,1938.0
07-Sep-2009,1019.5,2367.55,1985.0
08-Sep-2009,1019.5,2367.55,2015.0
09-Sep-2009,1019.5,2367.55,2075.0
10-Sep-2009,1019.5,2367.55,2190.05
11-Sep-2009,1019.5,2367.55,2165.0
14-Sep-2009,1019.5,2367.55,2135.0
15-Sep-2009,1019.5,2367.55,2142.0
16-Sep-2009,1019.5,2367.55,2196.0
17-Sep-2009,1019.5,2367.55,2185.0
18-Sep-2009,1019.5,2367.55,2080.0
22-Sep-2009,1019.5,2367.55,2128.7
23-Sep-2009,1019.5,2367.55,2097.0
24-Sep-2009,1019.5,2367.55,2090.0
25-Sep-2009,1019.5,2367.55,2084.4
29-Sep-2009,1019.5,2367.55,2145.5
30-Sep-2009,1019.5,2367.55,2184.0
01-Oct-2009,1019.5,2367.55,2199.9
05-Oct-2009,1019.5,2367.55,2159.9
06-Oct-2009,1019.5,2367.55,2159.95
07-Oct-2009,1019.5,2367.55,2149.5
08-Oct-2009,1019.5,2367.55,2200.0
09-Oct-2009,1019.5,2367.55,2128.65
12-Oct-2009,1019.5,2367.55,2120.0
14-Oct-2009,1019.5,2367.55,2175.0
15-Oct-2009,1019.5,2367.55,2199.0
16-Oct-2009,1019.5,2367.55,2170.0
17-Oct-2009,1019.5,2367.55,2285.3
20-Oct-2009,1019.5,2367.55,2245.0
21-Oct-2009,1019.5,2367.55,2179.0
22-Oct-2009,1019.5,2367.55,2182.0
23-Oct-2009,1019.5,2367.55,2146.2
26-Oct-2009,1056.05,2367.55,2050.0
27-Oct-2009,1056.05,2367.55,2002.0
28-Oct-2009,1056.05,2367.55,1985.05
29-Oct-2009,1056.05,2367.55,2001.0
30-Oct-2009,1056.05,2367.55,2001.05
03-Nov-2009,1056.05,2367.55,1920.05
04-Nov-2009,1056.05,2367.55,1850.0
05-Nov-2009,1056.05,2367.55,1909.15
06-Nov-2009,1056.05,2367.55,1930.0
09-Nov-2009,1056.05,2367.55,1975.0
10-Nov-2009,1056.05,2367.55,2040.0
11-Nov-2009,1056.05,2367.55,2068.0
12-Nov-2009,1056.05,2367.55,2125.0
13-Nov-2009,1056.05,2367.55,2090.0
16-Nov-2009,1056.05,2367.55,2149.0
17-Nov-2009,1056.05,2367.55,2160.0
18-Nov-2009,1056.05,2367.55,2162.0
19-Nov-2009,1056.05,2367.55,2098.75
20-Nov-2009,1056.05,2367.55,2080.0
23-Nov-2009,1069.1,2367.55,2160.0
24-Nov-2009,1069.1,2367.55,2192.0
25-Nov-2009,1069.1,2367.55,2185.75
26-Nov-2009,1069.1,2367.55,1111.0
27-Nov-2009,1063.75,2367.55,1050.0
30-Nov-2009,1045.95,2367.55,1062.5
01-Dec-2009,1045.95,2367.55,1075.0
02-Dec-2009,1045.95,2367.55,1105.25
03-Dec-2009,1045.95,2367.55,1104.9
04-Dec-2009,1045.95,2367.55,1091.0
07-Dec-2009,1045.95,2367.55,1088.0
08-Dec-2009,1045.95,2367.55,1060.0
09-Dec-2009,1045.95,2367.55,1070.0
10-Dec-2009,1045.95,2367.55,1073.7
11-Dec-2009,1045.95,2367.55,1080.0
14-Dec-2009,1045.95,2367.55,1068.0
15-Dec-2009,1045.95,2367.55,1068.0
16-Dec-2009,1045.95,2367.55,1049.9
17-Dec-2009,1045.95,2367.55,1054.8
18-Dec-2009,1034.95,2367.55,1035.0
21-Dec-2009,1007.65,2367.55,1001.0
22-Dec-2009,1007.65,2367.55,1018.2
23-Dec-2009,1007.65,2367.55,1025.0
24-Dec-2009,1007.65,2367.55,1075.0
29-Dec-2009,1007.65,2367.55,1079.0
30-Dec-2009,1007.65,2367.55,1079.8
31-Dec-2009,1007.65,2367.55,1084.0
